id,OCCUPANCY_DATE,ORGANIZATION_ID,ORGANIZATION_NAME,SHELTER_ID,SHELTER_GROUP,LOCATION_ID,LOCATION_NAME,LOCATION_ADDRESS,LOCATION_POSTAL_CODE,LOCATION_CITY,LOCATION_PROVINCE,PROGRAM_ID,PROGRAM_NAME
1069,2023-05-03,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1010,2023-05-04,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1067,2023-05-05,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1069,2023-05-06,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1017,2023-05-07,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1070,2023-05-08,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1022,2023-05-09,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1071,2023-05-10,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1048,2023-05-11,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1086,2023-05-12,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1081,2023-05-13,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1034,2023-05-14,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1079,2023-05-15,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1041,2023-05-16,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1020,2023-05-17,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1069,2023-05-18,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1079,2023-05-19,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1096,2023-05-20,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1078,2023-05-21,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1085,2023-05-22,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1094,2023-05-23,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1073,2023-05-24,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1041,2023-05-25,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1066,2023-05-26,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1045,2023-05-27,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1072,2023-05-28,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1062,2023-05-29,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1013,2023-05-30,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1035,2023-05-31,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1079,2023-06-01,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1090,2023-06-02,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1024,2023-06-03,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1026,2023-06-04,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1083,2023-06-05,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1061,2023-06-06,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1077,2023-06-07,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1050,2023-06-08,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1096,2023-06-09,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1017,2023-06-10,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1063,2023-06-11,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1024,2023-06-12,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1011,2023-06-13,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1094,2023-06-14,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1059,2023-06-15,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1070,2023-06-16,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1023,2023-06-17,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1062,2023-06-18,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1027,2023-06-19,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1067,2023-06-20,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1052,2023-06-21,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1002,2023-06-22,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1071,2023-06-23,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1078,2023-06-24,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1056,2023-06-25,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1051,2023-06-26,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1075,2023-06-27,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1055,2023-06-28,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1092,2023-06-29,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1068,2023-06-30,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1035,2023-07-01,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1019,2023-07-02,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1030,2023-07-03,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1018,2023-07-04,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1087,2023-07-05,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1021,2023-07-06,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1030,2023-07-07,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1014,2023-07-08,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1074,2023-07-09,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1077,2023-07-10,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1036,2023-07-11,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1097,2023-07-12,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1043,2023-07-13,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1018,2023-07-14,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1050,2023-07-15,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1078,2023-07-16,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1093,2023-07-17,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1043,2023-07-18,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1034,2023-07-19,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1092,2023-07-20,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1092,2023-07-21,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1051,2023-07-22,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
1093,2023-07-23,1080,Org 1,2709,Shelter Group B,5063,Location 3,456 Avenue,M5B 3F1,North York,Ontario,4037,Program A
