date,shelter,capacity_actual_bed,capacity_funding_bed,occupied_bed,unoccupied_beds,unavailable_beds,capacity_actual_room,capacity_funding_room,occupied_rooms,unoccupied_rooms,unavailable_rooms,occupancy_rate_bed,occupancy_rate_rooms,service_user_count
2023-04-14,Shelter 1,139,150,35,104,11,110,141,16,94,31,0.2517985611510791,0.14545454545454545,51
2023-04-15,Shelter 1,128,142,26,102,14,125,145,19,106,20,0.203125,0.152,45
2023-04-16,Shelter 1,104,150,22,82,46,115,149,14,101,34,0.21153846153846154,0.12173913043478261,36
2023-04-17,Shelter 1,116,148,38,78,32,120,145,21,99,25,0.3275862068965517,0.175,59
2023-04-18,Shelter 1,101,144,28,73,43,127,145,19,108,18,0.27722772277227725,0.14960629921259844,47
2023-04-19,Shelter 1,120,150,35,85,30,107,143,18,89,36,0.2916666666666667,0.16822429906542055,53
2023-04-20,Shelter 1,138,145,30,108,7,127,150,19,108,23,0.21739130434782608,0.14960629921259844,49
2023-04-21,Shelter 1,123,141,39,84,18,118,142,20,98,24,0.3170731707317073,0.1694915254237288,59
2023-04-22,Shelter 1,116,146,33,83,30,132,141,21,111,9,0.28448275862068967,0.1590909090909091,54
2023-04-23,Shelter 1,140,140,32,108,0,123,142,23,100,19,0.22857142857142856,0.18699186991869918,55
2023-04-24,Shelter 1,138,142,23,115,4,107,141,27,80,34,0.16666666666666666,0.2523364485981308,50
2023-04-25,Shelter 1,134,148,23,111,14,123,150,18,105,27,0.17164179104477612,0.14634146341463414,41
2023-04-26,Shelter 1,105,141,33,72,36,118,146,18,100,28,0.3142857142857143,0.15254237288135594,51
2023-04-27,Shelter 1,122,146,36,86,24,119,147,15,104,28,0.29508196721311475,0.12605042016806722,51
2023-04-28,Shelter 1,114,148,30,84,34,122,148,21,101,26,0.2631578947368421,0.1721311475409836,51
2023-04-29,Shelter 1,106,147,28,78,41,135,144,14,121,9,0.2641509433962264,0.1037037037037037,42
2023-04-30,Shelter 1,119,145,33,86,26,101,143,21,80,42,0.2773109243697479,0.2079207920792079,54
2023-05-01,Shelter 1,139,142,18,121,3,108,141,18,90,33,0.12949640287769784,0.16666666666666666,36
2023-05-02,Shelter 1,132,141,23,109,9,124,140,17,107,16,0.17424242424242425,0.13709677419354838,40
2023-05-03,Shelter 1,114,140,33,81,26,115,149,15,100,34,0.2894736842105263,0.13043478260869565,48
2023-05-04,Shelter 1,140,150,30,110,10,102,147,22,80,45,0.21428571428571427,0.21568627450980393,52
2023-05-05,Shelter 1,129,147,36,93,18,106,140,10,96,34,0.27906976744186046,0.09433962264150944,46
2023-05-06,Shelter 1,129,146,32,97,17,132,141,19,113,9,0.24806201550387597,0.14393939393939395,51
2023-05-07,Shelter 1,119,141,28,91,22,133,144,13,120,11,0.23529411764705882,0.09774436090225563,41
2023-05-08,Shelter 1,118,149,32,86,31,120,145,19,101,25,0.2711864406779661,0.15833333333333333,51
2023-05-09,Shelter 1,106,142,43,63,36,124,140,21,103,16,0.4056603773584906,0.1693548387096774,64
2023-05-10,Shelter 1,113,144,25,88,31,124,146,35,89,22,0.22123893805309736,0.28225806451612906,60
2023-05-11,Shelter 1,108,148,38,70,40,133,148,17,116,15,0.35185185185185186,0.12781954887218044,55
2023-05-12,Shelter 1,131,142,36,95,11,107,144,20,87,37,0.2748091603053435,0.18691588785046728,56
2023-05-13,Shelter 1,103,142,36,67,39,123,150,25,98,27,0.34951456310679613,0.2032520325203252,61
2023-05-14,Shelter 1,133,149,31,102,16,121,148,16,105,27,0.23308270676691728,0.1322314049586777,47
2023-05-15,Shelter 1,126,149,38,88,23,125,149,21,104,24,0.30158730158730157,0.168,59
2023-05-16,Shelter 1,137,150,24,113,13,123,143,20,103,20,0.17518248175182483,0.16260162601626016,44
2023-05-17,Shelter 1,133,150,31,102,17,127,149,16,111,22,0.23308270676691728,0.12598425196850394,47
2023-05-18,Shelter 1,135,140,30,105,5,118,145,24,94,27,0.2222222222222222,0.2033898305084746,54
2023-05-19,Shelter 1,136,148,26,110,12,100,140,19,81,40,0.19117647058823528,0.19,45
2023-05-20,Shelter 1,132,148,23,109,16,111,149,19,92,38,0.17424242424242425,0.17117117117117117,42
2023-05-21,Shelter 1,112,140,25,87,28,106,147,20,86,41,0.22321428571428573,0.18867924528301888,45
2023-05-22,Shelter 1,106,142,28,78,36,112,147,16,96,35,0.2641509433962264,0.14285714285714285,44
2023-05-23,Shelter 1,107,141,34,73,34,106,144,20,86,38,0.3177570093457944,0.18867924528301888,54
2023-05-24,Shelter 1,100,146,22,78,46,137,141,21,116,4,0.22,0.15328467153284672,43
2023-05-25,Shelter 1,138,149,31,107,11,116,150,18,98,34,0.2246376811594203,0.15517241379310345,49
2023-05-26,Shelter 1,127,148,25,102,21,127,146,19,108,19,0.1968503937007874,0.14960629921259844,44
2023-05-27,Shelter 1,124,149,34,90,25,101,147,22,79,46,0.27419354838709675,0.21782178217821782,56
2023-05-28,Shelter 1,117,150,26,91,33,140,142,21,119,2,0.2222222222222222,0.15,47
2023-05-29,Shelter 1,112,146,24,88,34,140,147,18,122,7,0.21428571428571427,0.12857142857142856,42
2023-05-30,Shelter 1,116,140,25,91,24,129,141,24,105,12,0.21551724137931033,0.18604651162790697,49
2023-05-31,Shelter 1,121,141,33,88,20,101,140,22,79,39,0.2727272727272727,0.21782178217821782,55
2023-06-01,Shelter 1,103,148,34,69,45,136,146,25,111,10,0.3300970873786408,0.18382352941176472,59
2023-06-02,Shelter 1,101,149,24,77,48,109,141,17,92,32,0.2376237623762376,0.1559633027522936,41
2023-06-03,Shelter 1,129,144,20,109,15,135,140,16,119,5,0.15503875968992248,0.11851851851851852,36
2023-06-04,Shelter 1,112,149,33,79,37,127,143,25,102,16,0.29464285714285715,0.1968503937007874,58
2023-06-05,Shelter 1,106,147,29,77,41,126,149,20,106,23,0.27358490566037735,0.15873015873015872,49
2023-06-06,Shelter 1,133,142,29,104,9,100,142,21,79,42,0.21804511278195488,0.21,50
2023-06-07,Shelter 1,130,148,32,98,18,113,148,23,90,35,0.24615384615384617,0.20353982300884957,55
2023-06-08,Shelter 1,139,150,32,107,11,121,140,23,98,19,0.2302158273381295,0.19008264462809918,55
2023-06-09,Shelter 1,126,147,29,97,21,115,145,15,100,30,0.23015873015873015,0.13043478260869565,44
2023-06-10,Shelter 1,130,142,30,100,12,131,150,17,114,19,0.23076923076923078,0.1297709923664122,47
2023-06-11,Shelter 1,101,140,27,74,39,133,145,22,111,12,0.26732673267326734,0.16541353383458646,49
2023-06-12,Shelter 1,140,146,31,109,6,134,147,26,108,13,0.22142857142857142,0.19402985074626866,57
2023-06-13,Shelter 1,119,145,24,95,26,128,150,11,117,22,0.20168067226890757,0.0859375,35
2023-06-14,Shelter 1,126,149,35,91,23,117,140,29,88,23,0.2777777777777778,0.24786324786324787,64
2023-06-15,Shelter 1,118,147,29,89,29,137,142,17,120,5,0.2457627118644068,0.12408759124087591,46
2023-06-16,Shelter 1,102,140,29,73,38,116,145,18,98,29,0.28431372549019607,0.15517241379310345,47
2023-06-17,Shelter 1,100,146,42,58,46,138,145,18,120,7,0.42,0.13043478260869565,60
2023-06-18,Shelter 1,136,145,34,102,9,128,146,27,101,18,0.25,0.2109375,61
2023-06-19,Shelter 1,122,143,32,90,21,100,140,18,82,40,0.26229508196721313,0.18,50
2023-06-20,Shelter 1,131,149,31,100,18,114,145,19,95,31,0.2366412213740458,0.16666666666666666,50
2023-06-21,Shelter 1,125,146,30,95,21,132,141,24,108,9,0.24,0.18181818181818182,54
2023-06-22,Shelter 1,116,145,33,83,29,117,142,16,101,25,0.28448275862068967,0.13675213675213677,49
2023-06-23,Shelter 1,134,140,33,101,6,104,148,14,90,44,0.2462686567164179,0.1346153846153846,47
2023-06-24,Shelter 1,134,143,25,109,9,139,141,22,117,2,0.1865671641791045,0.15827338129496402,47
2023-06-25,Shelter 1,129,148,32,97,19,116,145,18,98,29,0.24806201550387597,0.15517241379310345,50
2023-06-26,Shelter 1,138,143,29,109,5,103,141,21,82,38,0.21014492753623187,0.20388349514563106,50
2023-06-27,Shelter 1,126,146,27,99,20,115,143,21,94,28,0.21428571428571427,0.1826086956521739,48
2023-06-28,Shelter 1,140,143,27,113,3,139,140,23,116,1,0.19285714285714287,0.16546762589928057,50
2023-06-29,Shelter 1,106,142,25,81,36,100,150,23,77,50,0.2358490566037736,0.23,48
2023-06-30,Shelter 1,129,140,22,107,11,114,144,20,94,30,0.17054263565891473,0.17543859649122806,42
2023-07-01,Shelter 1,113,149,29,84,36,138,148,27,111,10,0.25663716814159293,0.1956521739130435,56
2023-07-02,Shelter 1,110,142,30,80,32,134,150,22,112,16,0.2727272727272727,0.16417910447761194,52
2023-07-03,Shelter 1,130,141,31,99,11,103,145,22,81,42,0.23846153846153847,0.21359223300970873,53
2023-07-04,Shelter 1,110,146,33,77,36,105,149,17,88,44,0.3,0.1619047619047619,50
2023-07-05,Shelter 1,125,143,28,97,18,120,142,24,96,22,0.224,0.2,52
2023-07-06,Shelter 1,102,149,28,74,47,139,150,10,129,11,0.27450980392156865,0.07194244604316546,38
2023-07-07,Shelter 1,130,145,32,98,15,125,149,21,104,24,0.24615384615384617,0.168,53
2023-07-08,Shelter 1,105,144,29,76,39,132,146,21,111,14,0.2761904761904762,0.1590909090909091,50
2023-07-09,Shelter 1,127,142,39,88,15,106,142,21,85,36,0.30708661417322836,0.19811320754716982,60
2023-07-10,Shelter 1,119,148,35,84,29,136,146,24,112,10,0.29411764705882354,0.17647058823529413,59
2023-07-11,Shelter 1,111,140,20,91,29,114,140,18,96,26,0.18018018018018017,0.15789473684210525,38
2023-07-12,Shelter 1,126,146,25,101,20,102,145,13,89,43,0.1984126984126984,0.12745098039215685,38
2023-07-13,Shelter 1,121,140,35,86,19,115,148,28,87,33,0.2892561983471074,0.24347826086956523,63
2023-07-14,Shelter 1,118,142,23,95,24,130,142,17,113,12,0.19491525423728814,0.13076923076923078,40
2023-07-15,Shelter 1,117,149,24,93,32,125,148,19,106,23,0.20512820512820512,0.152,43
2023-07-16,Shelter 1,103,149,26,77,46,137,148,20,117,11,0.2524271844660194,0.145985401459854,46
2023-07-17,Shelter 1,108,145,25,83,37,129,142,17,112,13,0.23148148148148148,0.13178294573643412,42
2023-07-18,Shelter 1,128,142,27,101,14,128,149,12,116,21,0.2109375,0.09375,39
2023-07-19,Shelter 1,129,149,31,98,20,135,142,12,123,7,0.24031007751937986,0.08888888888888889,43
2023-07-20,Shelter 1,124,148,33,91,24,100,146,18,82,46,0.2661290322580645,0.18,51
2023-07-21,Shelter 1,109,144,34,75,35,131,148,27,104,17,0.3119266055045872,0.20610687022900764,61
2023-07-22,Shelter 1,108,146,30,78,38,137,147,22,115,10,0.2777777777777778,0.16058394160583941,52
2023-07-23,Shelter 1,135,144,26,109,9,110,149,28,82,39,0.1925925925925926,0.2545454545454545,54
2023-07-24,Shelter 1,124,150,25,99,26,129,144,15,114,15,0.20161290322580644,0.11627906976744186,40
2023-07-25,Shelter 1,107,143,34,73,36,102,141,17,85,39,0.3177570093457944,0.16666666666666666,51
2023-07-26,Shelter 1,117,144,18,99,27,109,145,22,87,36,0.15384615384615385,0.2018348623853211,40
2023-07-27,Shelter 1,140,148,27,113,8,120,144,25,95,24,0.19285714285714287,0.20833333333333334,52
2023-07-28,Shelter 1,132,149,27,105,17,108,148,20,88,40,0.20454545454545456,0.18518518518518517,47
2023-07-29,Shelter 1,116,149,31,85,33,102,145,14,88,43,0.2672413793103448,0.13725490196078433,45
2023-07-30,Shelter 1,116,144,30,86,28,107,141,21,86,34,0.25862068965517243,0.19626168224299065,51
2023-07-31,Shelter 1,111,146,26,85,35,112,150,23,89,38,0.23423423423423423,0.20535714285714285,49
2023-08-01,Shelter 1,114,150,30,84,36,135,142,24,111,7,0.2631578947368421,0.17777777777777778,54
2023-08-02,Shelter 1,122,149,33,89,27,122,146,19,103,24,0.27049180327868855,0.1557377049180328,52
2023-08-03,Shelter 1,118,150,42,76,32,124,149,12,112,25,0.3559322033898305,0.0967741935483871,54
2023-08-04,Shelter 1,128,142,28,100,14,138,149,23,115,11,0.21875,0.16666666666666666,51
2023-08-05,Shelter 1,129,144,33,96,15,101,142,22,79,41,0.2558139534883721,0.21782178217821782,55
2023-08-06,Shelter 1,128,145,30,98,17,118,145,19,99,27,0.234375,0.16101694915254236,49
2023-08-07,Shelter 1,140,141,26,114,1,122,140,25,97,18,0.18571428571428572,0.20491803278688525,51
2023-08-08,Shelter 1,123,146,32,91,23,104,147,18,86,43,0.2601626016260163,0.17307692307692307,50
2023-08-09,Shelter 1,116,140,22,94,24,140,143,19,121,3,0.1896551724137931,0.1357142857142857,41
2023-08-10,Shelter 1,126,143,30,96,17,126,149,20,106,23,0.23809523809523808,0.15873015873015872,50
2023-08-11,Shelter 1,123,145,25,98,22,114,141,20,94,27,0.2032520325203252,0.17543859649122806,45
2023-08-12,Shelter 1,128,146,34,94,18,124,149,23,101,25,0.265625,0.18548387096774194,57
2023-08-13,Shelter 1,124,143,34,90,19,132,142,23,109,10,0.27419354838709675,0.17424242424242425,57
2023-08-14,Shelter 1,100,143,34,66,43,123,149,21,102,26,0.34,0.17073170731707318,55
2023-08-15,Shelter 1,118,150,38,80,32,139,140,25,114,1,0.3220338983050847,0.17985611510791366,63
2023-08-16,Shelter 1,107,145,37,70,38,124,142,26,98,18,0.34579439252336447,0.20967741935483872,63
2023-08-17,Shelter 1,121,141,30,91,20,106,145,19,87,39,0.24793388429752067,0.1792452830188679,49
2023-08-18,Shelter 1,139,150,32,107,11,140,147,27,113,7,0.2302158273381295,0.19285714285714287,59
2023-08-19,Shelter 1,136,143,18,118,7,140,146,34,106,6,0.1323529411764706,0.24285714285714285,52
2023-08-20,Shelter 1,100,141,26,74,41,123,143,20,103,20,0.26,0.16260162601626016,46
2023-08-21,Shelter 1,133,145,32,101,12,124,140,17,107,16,0.24060150375939848,0.13709677419354838,49
2023-08-22,Shelter 1,123,143,27,96,20,134,148,23,111,14,0.21951219512195122,0.17164179104477612,50
2023-08-23,Shelter 1,117,144,31,86,27,134,147,22,112,13,0.26495726495726496,0.16417910447761194,53
2023-08-24,Shelter 1,111,146,25,86,35,110,148,25,85,38,0.22522522522522523,0.22727272727272727,50
2023-08-25,Shelter 1,129,148,25,104,19,120,141,23,97,21,0.1937984496124031,0.19166666666666668,48
2023-08-26,Shelter 1,128,148,35,93,20,135,147,16,119,12,0.2734375,0.11851851851851852,51
2023-08-27,Shelter 1,117,148,23,94,31,117,140,25,92,23,0.19658119658119658,0.21367521367521367,48
2023-08-28,Shelter 1,110,149,33,77,39,140,144,19,121,4,0.3,0.1357142857142857,52
2023-08-29,Shelter 1,114,140,28,86,26,106,141,21,85,35,0.24561403508771928,0.19811320754716982,49
2023-08-30,Shelter 1,135,150,31,104,15,116,148,18,98,32,0.22962962962962963,0.15517241379310345,49
2023-08-31,Shelter 1,104,149,32,72,45,132,142,17,115,10,0.3076923076923077,0.12878787878787878,49
2023-09-01,Shelter 1,128,147,28,100,19,112,143,20,92,31,0.21875,0.17857142857142858,48
2023-09-02,Shelter 1,111,142,29,82,31,113,142,15,98,29,0.26126126126126126,0.13274336283185842,44
2023-09-03,Shelter 1,119,147,27,92,28,124,141,14,110,17,0.226890756302521,0.11290322580645161,41
2023-09-04,Shelter 1,115,150,31,84,35,133,149,20,113,16,0.26956521739130435,0.15037593984962405,51
2023-09-05,Shelter 1,137,140,30,107,3,135,147,21,114,12,0.21897810218978103,0.15555555555555556,51
2023-09-06,Shelter 1,120,140,30,90,20,107,148,15,92,41,0.25,0.14018691588785046,45
2023-09-07,Shelter 1,111,148,25,86,37,104,150,11,93,46,0.22522522522522523,0.10576923076923077,36
2023-09-08,Shelter 1,106,148,32,74,42,111,148,15,96,37,0.3018867924528302,0.13513513513513514,47
2023-09-09,Shelter 1,133,141,38,95,8,132,149,16,116,17,0.2857142857142857,0.12121212121212122,54
2023-09-10,Shelter 1,103,141,22,81,38,133,149,14,119,16,0.21359223300970873,0.10526315789473684,36
2023-09-11,Shelter 1,131,142,42,89,11,105,150,19,86,45,0.32061068702290074,0.18095238095238095,61
2023-09-12,Shelter 1,111,146,24,87,35,112,148,22,90,36,0.21621621621621623,0.19642857142857142,46
2023-09-13,Shelter 1,131,143,38,93,12,124,140,21,103,16,0.2900763358778626,0.1693548387096774,59
2023-09-14,Shelter 1,131,146,30,101,15,112,143,18,94,31,0.22900763358778625,0.16071428571428573,48
2023-09-15,Shelter 1,127,142,27,100,15,101,141,16,85,40,0.2125984251968504,0.15841584158415842,43
2023-09-16,Shelter 1,101,150,31,70,49,139,144,22,117,5,0.3069306930693069,0.15827338129496402,53
